sale_dollars
281.34
814.2
150.0
486.0
3596.4
24.93
39.66
1632.96
3093.96
33.57
1382.4
17.82
30.25
548.64
650.76
24.32
18.9
1628.4
1889.1
813.9
59.24
48.8
651.96
54.6
465.6
647.64
675.0
107.28
6.75
45.46
419.4
59.2
198.6
814.2
119.25
1646.4
463.14
88.8
27.96
28.5
22.95
174.24
178.56
18.0
442.8
196.56
196.56
24.32
24.25
23.04
211.44
136.38
88.8
71.82
2338.2
685.8
1391.04
174.24
14.0
26.73
153.12
645.6
189.0
814.68
2025.0
9.74
1305.0
57.0
813.9
18.0
538.92
31.68
805.68
450.0
335.52
25.18
62.95
2116.92
2047.8
189.0
38.28
71.52
1079.04
26.73
342.24
28.8
36.33
12.8
583.8
9.04
9.74
17.5
113.36
54.0
7.0
16.26
72.45
1905.6
17.82
33.0
31.0
1028.16
32.97
17.64
422.88
29.7
33.15
189.0
450.0
37.14
44.08
566.88
675.0
95.96
39.39
2384.4
168.0
499.5
105.04
1566.0
24.36
779.7
813.9
352.8
197.82
1485.0
229.98
814.2
91.48
522.72
45.72
110.22
197.82
197.82
252.0
33.15
793.44
813.9
189.24
813.9
102.96
45.72
45.72
885.6
23.76
813.9
66.12
85.44
372.48
900.0
675.0
488.52
11.76
75.54
21.0
15.0
42.42
685.44
755.4
44.08
427.8
17.1
240.84
27.95
548.64
5151.75
229.98
813.9
753.84
31.04
46.5
39.39
52.52
495.0
18.0
720.0
5128.8
525.2
2663.04
251.28
319.56
12.8
66.18
4163.55
540.0
174.24
14.0
57.0
168.0
463.8
522.72
1530.0
44.08
89.92
29.7
32.04
45.72
144.36
488.52
614.34
29.22
813.9
48.7
90.0
168.0
744.96
29.22
90.0
335.52
481.68
269.94
17.82
3542.4
153.6
1889.64
39.0
13.26
892.32
69.94
17.82
42.63
78.75
24.24
327.0
26.65
324.48
587.16
406.2
522.72
15.52
517.68
105.64
2347.92
17.1
27.95
196.56
70.77
562.5
157.44
117.99
38.28
49.0
14.52
3256.8
13.28
488.52
32.13
405.0
508.68
17.82
810.0
52.52
18.0
436.32
629.64
2267.16
1934.4
133.56
1012.5
29.26
37.71
1097.28
28.8
117.0
86.96
196.56
2226.84
406.98
2406.24
1997.28
13.24
67.5
45.72
25.18
39.0
32.52
4050.0
435.6
129.6
119.96
1098.24
925.68
86.4
17.1
814.2
86.96
27.0
539.64
22.5
337.5
229.98
16.26
27.24
805.68
488.52
269.88
78.78
110.96
16.95
26.52
406.98
31.86
540.0
269.04
24.36
25.2
50.36
651.96
5.99
50.36
107.96
4071.0
23.52
290.88
19440.0
11.52
24.32
355.68
91.44
3166.8
1997.28
51.93
685.8
22.13
215.76
217.8
50.36
414.72
44.98
378.0
21.0
1282.2
26.73
28.0
90.0
25.18
13.28
105.64
91.52
435.6
768.0
674.64
1151.28
2347.92
1295.64
401.4
35.28
44.98
43.5
2383.2
1215.0
104.4
18.0
5199.36
102.96
20.25
3913.92
37514.88
105.64
17.82
647.64
1079.4
110.25
55.1
814.2
945.0
45.72
9.04
813.9
814.2
3562.68
44.08
86.94
503.28
28.52
850.5
44.98
9.74
1087.92
13.26
787.8
189.0
900.0
14.52
648.0
45.72
1252.8
88.88
110.22
114.3
3577.5
7.26
4497.6
1350.0
174.24
11.52
56.05
459.72
108.0
315.12
23.05
134.91
1191.6
74.22
401.4
86.94
5.0
52.52
26.52
755.64
522.72
513.0
88.8
814.2
27.32
70.56
33.75
442.8
68.21
333.0
813.9
406.2
33.75
17.25
25.18
864.0
14.0
88.44
814.2
472.68
45.72
30.78
281.34
68.21
817.8
24.36
28.52
45.46
1215.0
873.6
261.36
45.72
28.5
499.5
630.0
110.22
103.44
29.7
57.0
99.72
3913.92
435.6
814.2
3255.6
1084.8
97.48
24.32
450.0
29.22
5591.04
813.9
715.68
1459.08
33.63
9.74
29.22
1628.4
449.94
75.54
813.9
335.52
39.2
112.4
158.88
90.0
49.0
620.82
337.2
89.92
814.2
45.72
1079.04
197.82
278.04
102.96
44.97
4597.2
23.04
372.48
76.66
1728.0
397.8
90.0
78.78
351.36
24.32
45.72
86.94
486.0
132.78
216.0
540.0
102.96
345.6
813.9
134.94
566.4
37.31
629.88
99.21
335.7
48.64
6.4
50.55
4.5
71.28
29.7
4095.6
22.48
675.0
977.04
39.0
402.84
86.94
13.26
707.04
45.6
1728.0
18.0
499.5
3913.92
164.96
813.9
1012.5
450.0
20.25
297.0
1954.08
1327.8
269.04
184.5
562.68
304.92
24.24
442.8
160.02
814.2
1079.4
3256.8
35.64
24.24
48.64
442.8
5.82
2663.04
1728.0
33.63
810.0
345.6
585.6
32.52
1331.52
44.08
158.88
44.97
30.3
435.6
467.82
31.68
355.68
99.72
729.0
405.36
216.0
742.2
417.48
0.0
309.6
24.36
4799.0
4619.44
488.52
436.8
217.8
24.8
86.96
691.2
25.18
324.54
513.36
90.0
406.98
40.5
6.75
13.32
900.0
44.97
29.22
463.8
28.75
99.72
47.24
503.28
3256.8
105.64
2474.4
32.99
31.74
74.95
435.6
317.76
9.74
39.0
217.8
90.0
217.8
813.9
11.76
50.82
315.12
33.75
499.5
883.2
89.96
294.0
337.2
59.2
12.76
17.1
291.84
813.9
57.15
33.57
44.98
32.97
44.08
337.5
34.44
1079.04
16.55
472.5
297.0
18.0
5062.5
372.48
810.0
40.65
741.96
7.0
33.75
47.24
540.0
88.88
974.16
1079.4
397.2
90.0
102.96
294.0
39.0
3256.8
1134.0
38.85
2025.0
196.56
27.24
100.8
110.22
210.0
472.5
2250.0
210.08
360.0
23.04
436.8
158.88
488.52
18.9
17.5
45.72
66.15
269.04
178.92
70.56
11.76
91.48
335.7
11664.0
2068.2
337.5
14.99
23.04
744.96
31.0
67.68
210.08
900.0
2428.92
57.15
50.79
33.81
17.82
3099.6
972.0
24.32
25.5
67.68
3600.0
392.04
198.6
91.52
44.97
2430.0
585.6
23.04
16.26
295.92
647.64
20.0
7038.0
890.46
3745.32
50.4
1124.4
35.64
13.26
540.0
99.0
123.75
340.2
51.93
22.48
17.5
39.39
14.52
93.0
307.2
43.68
112.47
4597.2
17.1
708.48
45.72
57.15
723.6
179.76
354.24
210.08
35.28
24.93
229.98
12.8
18.0
3600.0
304.2
44.08
814.2
45.72
110.96
24.36
57.15
66.99
32.52
95.96
23.0
57.15
47.25
24.36
31.68
5405.4
28.8
33.75
1080.0
71.28
44.08
5.88
5591.04
16.26
28.5
3600.0
166.44
23.04
22.95
45.72
281.34
105.64
198.6
685.8
2250.0
47.25
48.78
21.38
36.27
16.26
44.08
13.28
188.88
1076.76
484.56
1206.0
86.94
42.72
522.72
85.08
701.64
812.4
28.5
1080.0
7.0
45.72
99.72
90.0
45.72
44.08
51.93
891.0
1483.92
158.88
1566.0
317.76
110.96
39.39
6513.6
976.68
567.0
327.6
90.0
89.92
5591.04
3256.8
91.44
45.72
60.6
864.0
813.9
7.0
180.0
32.52
26.52
106.2
17.82
1558.92
99.0
1350.0
7.4
4856.4
27.0
44.98
9.74
90.0
50.82
98.94
238.32
324.54
17.1
86.4
45.72
26.52
465.6
24.93
55.1
1612.8
369.0
123.72
488.34
89.58
17.1
2113.2
90.0
1620.0
522.72
45.72
14.7
159.36
3328.8
528.96
731.52
1382.4
25.0
24.25
310.5
111.99
1590.6
581.25
7.0
50.79
4804.8
1347.84
93.0
337.5
459.0
989.4
539.64
172.8
23.04
442.8
1619.4
335.7
28.5
33.24
81.0
18.0
2249.4
164.96
45.72
44.08
813.9
107.28
14.99
20.25
1399.68
29.22
88.44
67.5
513.12
26.52
16.26
90.0
9720.0
2137.5
74.96
813.9
548.64
1646.4
1079.04
44.08
503.28
174.24
52.52
47.24
59.05
566.88
45.72
269.04
271.2
435.6
110.22
49.44
503.28
14.0
442.8
102.96
349.44
90.92
699.84
23.66
335.52
22.5
29.22
89.3
35.64
110.22
278.28
17.82
90.0
54.0
13.32
65.98
44.08
286.02
89.92
813.9
197.82
1382.4
813.9
24.24
436.8
630.0
708.6
708.6
17.82
419.4
105.04
252.0
34.05
90.92
211.44
90.0
558.72
16.26
29.22
20.25
93.0
1304.4
210.08
229.98
614.34
62.95
91.52
51.93
701.08
91.48
1783.08
89.92
522.72
112.45
30.33
36.68
1079.4
206.64
52.52
52.52
105.64
26.79
291.84
217.8
98.94
50.36
217.8
1371.6
48.7
31.86
63.0
819.54
206.64
2.68
47.25
351.0
2249.7
504.0
45.72
90.0
8.99
86.94
170.88
102.96
17.25
210.08
6513.6
814.2
222.66
1728.0
1278.24
158.88
392.4
189.0
8220.24
297.0
50.55
48.78
55.36
17.82
157.44
89.96
174.24
283.5
397.8
1310.4
270.0
756.0
14.99
472.5
38.24
813.9
67.68
2068.8
17.5
337.5
86.96
105.0
401.4
28.52
112.47
45.72
699.84
86.96
75.0
35.96
477.36
1107.0
10.11
221.4
51.93
70.56
202.38
30.0
813.9
335.52
45.46
90.0
273.0
1979.4
16.0
206.64
548.64
17.82
1304.4
197.82
102.96
345.6
435.6
209.82
44.08
13.54
89.64
406.2
85.44
1222.8
89.92
252.0
23.04
90.0
44.08
133.5
27.0
112.45
675.0
465.6
6.24
855.6
607.32
342.24
1116.0
813.9
278.28
18.0
12.8
77.14
95.96
483.84
44.08
50.82
104.4
170.88
9.0
45.72
2700.0
3968.16
35.28
158.88
160.16
4071.0
531.36
23.05
55.1
27.24
813.9
33.63
768.0
1530.0
16.26
741.96
49.59
44.97
143.94
44.97
1267.92
196.56
755.64
671.4
685.8
2442.6
45.72
31.86
651.84
13.26
2605.44
39.16
483.84
873.6
6.75
29.22
44.98
6526.8
114.3
206.88
16.95
159.78
685.8
197.82
43.5
33423.36
1728.0
189.0
167.4
53.46
44.08
900.0
117.99
26.52
741.96
486.0
29.99
945.0
16.26
18.0
90.0
16.26
297.0
446.04
7968.48
779.7
35.64
357.84
45.72
13.28
110.22
12.8
1331.52
90.0
2182.68
23.04
45.72
32.52
619.92
51.93
110.22
33.63
85.5
13.96
39.2
15.0
174.24
1079.04
620.82
44.08
45.72
117.0
420.0
814.2
39.0
269.28
822.96
22.95
437.76
486.0
403.56
47.04
469.98
4597.2
117.99
11.88
488.52
296.48
1837.15
216.0
24.36
54.6
18.0
650.88
14.0
117.0
702.0
26.52
277.38
813.9
3328.8
349.44
105.04
782.64
28.52
508.68
1011.6
1079.04
178.92
32.52
170.88
9.74
15.84
9.74
784.8
160.02
45.72
196.56
675.0
44.08
16.55
362.7
18.9
86.94
35.28
384.0
337.5
2395.8
977.04
486.0
1483.92
49.5
614.34
189.0
29.7
98.94
47.24
28.5
45.72
44.08
469.92
17.82
95.04
211.44
14.0
675.0
222.78
3913.92
45.72
850.5
50.4
1285.2
24.32
238.32
71.28
260.82
47.98
101.22
508.68
24.8
43.4
2077.14
231.2
4680.0
420.16
16.26
6632.55
900.0
25.2
14.0
522.72
813.9
472.2
206.88
6.75
197.82
4524.48
104.34
1831.5
472.68
44.91
328.32
653.4
160.02
383.92
70.48
166.44
39.16
31.0
17.82
675.0
822.96
18.0
91.48
159.36
50.55
6.75
472.5
297.0
1287.0
14.52
67.68
104.4
26.65
64.32
2698.8
45.72
44.97
3596.4
210.0
23.04
6613.2
38.97
158.88
11.52
39.39
442.8
378.0
1102.8
814.2
517.32
2608.8
1612.8
261.36
3422.4
45.0
517.5
16524.0
435.6
2442.6
269.76
101.22
33.57
192.0
335.7
98.94
2025.0
91.48
37.17
675.0
278.04
1879.2
508.68
33.75
26.52
210.08
89.92
97.68
105.64
47.24
1728.0
6.75
364.5
57.0
90.0
5591.04
44.08
13.28
750.6
39.2
5199.36
26.73
1653.6
50.36
16.49
33.63
1732.8
1342.8
3600.0
522.72
157.5
33.0
539.46
503.28
17.64
53.46
488.34
196.56
3596.4
13.24
3256.8
29.7
369.0
44.97
270.0
393.75
161.4
14.56
67.47
337.5
39.2
153.12
47.98
21.36
32.52
814.2
112.47
91.52
36.68
174.24
45.72
108.0
25.2
1543.8
112.47
45.72
1057.56
67.5
48.8
675.0
90.0
99.72
10.11
91.48
5199.36
1771.2
2160.0
822.96
45.46
86.94
48.78
89.92
390.0
522.72
44.98
90.0
0.0
24.15
44.08
675.0
1327.8
1079.4
67.5
675.0
143.94
813.9
45.72
269.04
182.88
237.6
814.2
4.77
17.05
26.55
157.96
45.72
57.15
70.56
102.96
86.4
477.12
1628.4
432.0
15007.2
90.92
900.0
814.2
611.52
90.0
229.98
104.4
27.95
885.3
1036.8
89.96
23.04
24.32
630.0
48.48
29.22
488.52
99.72
413.28
472.5
324.96
4419.36
900.0
254.88
29.22
519.3
91.48
2158.8
107.96
59.2
106.56
480.96
2330.16
91.48
25.18
45.72
238.32
1275.48
26.65
217.8
16.0
28.5
813.9
99.0
16.6
31.74
82.11
70.56
708.6
99.21
1486.8
30.33
9.74
941.16
217.8
49.5
3328.8
813.9
2115.36
562.5
29.22
97.48
26.73
30.3
6.4
174.24
90.0
42.42
3255.6
23.04
348.48
269.04
1646.4
5591.04
1258.2
648.0
88.44
528.96
21.78
8213.04
206.64
813.9
45.72
276.48
24.93
70.77
31.86
2592.0
109.2
102.96
114.35
24.32
930.6
50.36
27.95
39.0
117.99
513.36
238.32
522.0
470.4
189.0
540.0
45.72
3539.7
337.5
16.26
508.68
28.0
1372.8
27.32
71.97
14.0
653.4
6.75
1628.4
838.8
782.64
110.22
814.2
871.2
795.6
44.98
57.15
268.56
23.0
33.57
1124.7
531.12
1267.92
32.04
112.47
270.0
110.22
229.98
315.12
189.0
39.39
18.08
68.96
13.26
756.0
16.26
1267.92
86.96
548.64
110.22
25.18
435.6
809.64
3294.72
1695.6
1628.4
47.98
2994.6
294.0
3596.4
1462.32
90.0
72.0
75.54
45.72
86.96
2025.0
435.6
47.24
281.34
39.39
26.65
23.04
614.34
134.95
21.36
44.97
5591.04
742.8
33.63
324.0
558.72
4597.2
29.22
7.0
12.0
22.9
290.88
432.0
813.9
413.76
23.04
652.5
1308.0
488.52
39.39
531.12
24.32
450.0
432.0
45.46
7.4
1310.4
269.88
78.0
162.0
17.1
44.08
543.6
813.9
661.2
33.24
70.68
108.0
776.52
35.28
2073.6
610.02
735.0
168.0
882.0
44.08
164.96
63.0
35.24
1350.0
1079.4
67.68
36.0
512.64
30.33
31.0
20.25
20.25
48.78
417.42
29.22
791.76
112.47
217.8
229.98
13.26
211.44
877.8
3104.1
24.32
71.3
7.26
336.3
26.73
1565.28
813.9
174.24
6.75
741.96
327.6
39.0
151.2
1214.82
67.68
33.63
50.36
22.95
239.04
372.0
91.52
335.04
102.96
26.73
649.92
814.2
864.0
83.1
33.75
72.0
261.36
86.94
29.7
91.52
463.8
270.0
16.95
210.0
9.74
174.24
22.48
22.25
99.27
14.99
31.86
38.28
3255.6
1146.3
522.72
2158.2
36.16
531.36
98.94
41.25
399.6
45.72
540.0
1382.4
16.26
900.0
945.0
405.0
670.5
522.72
107.28
4896.0
29.97
49.86
48.8
317.76
16.49
34452.0
60.75
7.0
3720.0
1127.4
2196.06
90.0
95.96
14.99
1628.4
5126.4
132.05
71.97
49.5
22.13
70.56
75.0
49.59
813.9
47.25
52.92
27.0
1215.0
47.98
44.08
337.5
276.48
88.8
24.32
7.26
9.74
90.0
2184.0
99.72
233.82
65.94
357.12
267.0
471.78
1146.3
5199.36
3060.0
105.68
18.0
855.0
594.0
33.0
44.08
256.68
21.36
39.2
1023.9
2073.6
252.0
34.56
349.44
9.74
45.46
28.5
6.75
197.94
1102.2
2073.6
435.6
1926.23
750.6
13.65
619.92
813.9
77.92
48.7
849.96
27.95
384.0
783.0
685.8
488.34
217.8
304.92
42.72
132.78
32.52
180.0
30.33
33.57
47.98
51.93
459.72
91.48
89.92
25.18
504.0
29.22
146.96
514.08
813.9
283.5
32.99
1485.0
102.96
1349.4
199.44
179.94
813.9
881.76
39.2
86.94
318.6
26.52
189.36
44.76
17.82
1331.64
1710.0
68.18
89.92
2068.2
45.0
419.4
11.52
685.8
1995.84
198.54
57.15
708.6
4441.12
95.96
303.6
14.0
23.04
1728.0
174.24
45.46
132.78
68.98
59.98
1125.0
101.22
930.6
39.16
813.9
1350.0
57.0
112.47
30.4
5591.04
45.72
107.96
568.68
191.52
90.92
45.72
99.0
16.26
822.96
57.15
829.44
1628.4
1310.4
44.97
317.76
18.0
310.5
4860.0
64.32
32.52
1363.8
810.0
25.18
1349.7
17.1
189.0
17.82
50.55
17.05
99.3
107.96
39.2
435.6
30.33
60.06
3249.6
873.6
21.0
1295.52
4251.96
291.84
11.88
47.24
35.64
594.0
35.64
486.0
50.36
31.04
594.0
562.5
332.88
540.0
782.64
5062.5
342.72
522.72
1372.2
5172.0
30.03
2025.0
813.9
39.2
26.24
14.0
78.0
24.93
1295.52
1125.0
596.4
21.78
164.96
35.65
1113.6
357.48
32.98
105.0
68.21
33.57
11.52
21.0
26.73
1664.4
906.6
128.22
17.82
102.96
671.04
29.52
109.2
23.04
20.25
88.44
2023.92
191.65
202.44
206.64
1125.0
26.52
9.74
89.92
324.0
900.0
45.46
486.0
189.0
793.44
337.32
829.44
24.93
337.5
50.36
567.84
30.0
24.36
813.9
291.84
192.0
47.98
488.52
811.2
1304.4
2347.92
252.72
691.2
90.0
2250.0
363.0
1628.4
30.33
178.92
33.63
4903.68
862.2
813.9
7.0
158.88
6513.6
1080.0
339.48
507.0
89.99
22.48
442.8
717.84
89.92
45.0
486.0
2233.44
1252.8
47.98
585.36
11.88
472.32
90.0
2808.0
57.0
75.0
23.24
269.04
11.88
354.24
107.28
17.98
522.72
196.56
63.0
78.0
1593.36
7.0
1612.8
508.68
6513.6
528.96
14.99
153.6
1943.28
123.09
11.52
814.2
39.6
63.0
27.24
14.99
21.0
44.08
26.73
1543.08
45.72
15.84
17.82
39.0
310.5
1459.2
13.26
2248.8
814.2
192.0
540.0
1267.68
44.08
44.76
39.2
1628.4
488.52
562.5
97.52
2480.4
13.26
48.7
25.18
2158.08
96.21
1912.5
5395.2
210.08
145.76
63.0
36.27
450.0
17.25
48.8
112.47
479.52
528.96
9.74
630.0
528.96
1472.04
42.72
182.88
2902.5
67.5
24.32
91.52
44.08
199.2
28.52
21.36
450.0
29.7
31.04
35.64
221.4
189.0
1485.0
32.52
9.74
44.98
45.72
16.26
162.0
406.2
49.91
35.28
68.64
813.9
158.88
674.64
13.26
50.36
7.26
2812.5
720.0
78.75
21.36
20.25
810.0
50.36
45.72
134.96
178.92
107.96
5591.04
450.0
36.0
607.5
891.0
54.0
29.22
53.94
1124.7
153.6
99.0
488.34
594.0
9.04
184.26
503.28
91.52
2340.0
967.2
29.22
98.97
17.64
45.72
44.08
813.9
445.68
548.64
977.04
102.96
552.96
178.56
122.1
22.95
50.79
2700.0
432.0
41.55
29.22
630.0
36.27
268.56
522.72
7.0
90.0
1348.8
38.97
59.88
386.88
64.32
2158.8
64.08
105.64
102.96
95.04
107.96
13315.2
813.9
70.56
7560.0
184.5
189.0
1565.28
24.36
53.46
342.24
1628.4
29.22
1800.0
4155.48
39.2
323.82
93.0
42.72
548.64
432.0
380.16
70.56
3255.6
29.22
161.96
34.79
75.0
25.68
1395.0
360.0
488.34
1079.04
39.39
360.0
35.28
25.2
2158.8
310.5
68.21
327.6
90.0
27.24
39.39
1348.8
50.36
26.73
55.62
432.0
436.8
504.0
214.52
1719.12
45.0
88.13
1252.8
45.72
6.75
45.46
508.68
6.75
210.0
23.04
30.03
132.05
813.9
16.95
522.72
885.6
3328.8
33.0
88.44
21.36
2645.28
459.0
540.0
75.54
675.0
6613.2
6.24
47.25
214.17
51.93
900.0
102.96
1711.2
809.82
217.8
44.98
813.9
755.64
30.25
166.44
91.44
328.68
45.72
3244.8
210.08
268.56
17.82
132.78
33.63
36.27
14.99
76.66
15.84
910.98
39.39
102.96
982.8
99.0
611.52
29.7
189.0
192.0
50.36
5591.04
6.75
3274.32
26.79
822.96
23.05
1382.4
3861.0
945.36
487.44
45.72
24.32
170.94
48.78
53.97
24.32
548.64
31.74
1006.56
75.0
2699.28
90.0
506.34
45.72
6.24
39.39
178.56
1102.2
138.7
365.04
298.2
42.72
814.2
88.88
67.5
45.46
14.0
189.0
21.0
503.28
189.0
64.32
189.0
30.33
33.63
310.5
52.52
805.68
337.5
194.18
372.0
30844.8
18.08
708.6
